Full Name,First Name,Last Name,Projected Points,Sentiment,NumOfDataPoints,Average Sentiment,Most Positive Comment,Most Positive Comment Score,Most Negative Comment,Most Negative Comment Score,Position,Actual Points
Jakobi Meyers,Jakobi,Meyers,173.92,0.0,3,0,,0,,0,WR,10.2
Allen Lazard,Allen,Lazard,172.56,0.296,5,0,Aaron Rodgers or Allen Lazard will miss a game in the playoffs due to health and safety measures.,0.296,,0,WR,0.0
Marquez Valdes-Scantling,Marquez,Valdes-Scantling,172.06,0,0,0,,0,,0,WR,8.1
George Kittle,George,Kittle,169.59,2.1379,14,0,"Ok ok wait, George kittle is my fav player not on the Seahawks",0.7506,George Kittle disagrees with you.,-0.3182,TE,0.0
AJ Dillon,AJ,Dillon,168.75,3.0289,22,0,"Gordon as RB2 is unquestionably a better back than AJ Dillon, and between Aaron Jones and Javonte it's not at all a hard stretch to see Javonte not only being better than Aaron Jones this year, but one of the best backs in the NFL.",0.8607,The wild thing to me is AJ Dillon is Jewish but Tarik Cohen and Eddie Goldman are not lmao,-0.6392,RB,20.1
Russell Gage,Russell,Gage,168.69,0.6042,3,0,Russell Gage and Chris Godwin are perfect fits for that style of offense.,0.4019,,0,WR,3.3
Tyler Boyd,Tyler,Boyd,168.31,0.0,2,0,,0,,0,WR,13.3
T.J. Hockenson,T.J.,Hockenson,168.03,0,0,0,,0,,0,TE,7.8
Cordarrelle Patterson,Cordarrelle,Patterson,167.88,0.2874,4,0,It’s funny how the Vikings then drafted Cordarrelle Patterson who they could have used as that same role but didn’t and then almost a decade later he’s being used more than he ever has.,0.2382,"And Vikes have been terrible with first round talent… Cordarrelle Patterson, Teddy was a 1st, Laquon, Gladney, trae Wayne’s went like 10th overall.",-0.1531,RB,22.6
Treylon Burks,Treylon,Burks,163.84,-1.2089,6,0,Treylon Burks wins OROY,0.5719,Treylon Burks is actually really good but it doesn’t matter because the Titans OL is a fucking tragedy right now.,-0.7425,WR,8.5
Marvin Jones Jr.,Marvin,Jones,163.08,-0.3182,1,0,,0,"His best receivers last season were Marvin Jones Jr., a guy who was just traded for a sixth and seventh round pick (Shenault), a guy who got injured four games in (Chark), and Laquon motherfucking Treadwell.",-0.3182,WR,7.8
Rashaad Penny,Rashaad,Penny,162.93,0.0,2,0,,0,,0,RB,8.7
Jahan Dotson,Jahan,Dotson,159.03,-0.0772,4,0,,0,SORRY ITS JAHAN DOTSON OR KYLE PHILLIPS,-0.0772,WR,18.0
Robbie Anderson,Robbie,Anderson,157.03,0.3612,2,0,Seems like Robbie Anderson only did that with the Jets,0.3612,,0,WR,21.2
Michael Gallup,Michael,Gallup,156.72,-1.1121,2,0,,0,Though you could make the same argument for the Cowboys not being as good with Cooper gone and Michael Gallup coming of an ACL injury,-0.7721,WR,0.0
Nico Collins,Nico,Collins,154.12,0.2732,4,0,Nico Collins about to surprise some people,0.2732,,0,WR,4.6
James Robinson,James,Robinson,151.13,0.20099999999999996,9,0,Honorable mention to current player James Robinson who is 8 for 8.,0.5423,I'm scared as hell James Robinson won't be the same as well.,-0.7506,RB,19.9
Joshua Palmer,Joshua,Palmer,150.93,0,0,0,,0,,0,WR,3.9
Michael Carter,Michael,Carter,150.53,-0.4987,2,0,,0,"> There's no way Michael Carter keeps making people miss in space, right?",-0.4215,RB,17.0
DeAndre Hopkins,DeAndre,Hopkins,150.41,1.3925,10,0,"One of the best wide receivers in Deandre Hopkins (ignore his 6 game suspension), and some fun players on defence to watch like Budda Baker, and Isaiah Simmons.",0.886,"He was loyal to a mediocre franchise for almost a decade despite their inability to build a quality team around him (well until DeAndre Hopkins and DeSaun Watson, but we saw how Bill O Brien destroyed that.)",-0.3861,WR,0.0
Dallas Goedert,Dallas,Goedert,150.33,0.12509999999999993,4,0,*Dallas Goedert laughs maniacally*,0.4939,Got scared of my opponent TE being Dallas Goedert and started his ass over Dalton Schultz,-0.7506,TE,9.0
Geno Smith,Geno,Smith,148.82,10.077599999999999,136,0,"It's certainly possible, but pairing with his natural talent and athleticism with a coaching staff that seems like they know what they're doing and just with the progress he's already shown this year, it's hard to imagine guys like Geno Smith being superior.",0.9719,Putting that many people behind Geno Smith is a war crime.,-0.8126,QB,17.2
Evan McPherson,Evan,McPherson,148.47,0.0,2,0,,0,,0,K,7.0
Zach Ertz,Zach,Ertz,148.18,0.6249,2,0,"They got rid of zach ertz, a great tight end because they already had him.",0.6249,,0,TE,11.4
Wan'Dale Robinson,Wan'Dale,Robinson,148.01,0.0,1,0,,0,,0,WR,1.5
Matt Gay,Matt,Gay,147.81,2.3473,16,0,I love Matt Gay,0.6369,Seeing Matt Gay be a consistent kicker will always piss me off,-0.4019,K,6.0
George Pickens,George,Pickens,147.03,4.2081,25,0,People did think that but then George Pickens shoved some preseason DBs and now they’re Super Bowl contenders again in the media.,0.7469,George Pickens -- He's AJ Green with a bad attitude.,-0.5423,WR,1.3
Kenny Golladay,Kenny,Golladay,146.8,-1.8355,11,0,Kenny Golladay easily wins this one for the Giants.,0.7269,"I visited the future, one of the Washington cornerbacks pukes on Kenny Golladay on accident and starts a brawl that causes 6 injuries bad enough to delay the game by 20 minutes.",-0.8957,WR,4.2
Cam Akers,Cam,Akers,146.71,-2.3585999999999996,246,0,it would be funny because cam akers took 3 from him lmao,0.7783,My fantasy is hurting because there's no Cam Akers :(,-0.7783,RB,0.0
Dawson Knox,Dawson,Knox,146.56,2.5581,21,0,"This now makes the Ole Miss grouping of AJ Brown, DK Metcalf and Dawson Knox worth ~60M a year combined, not bad for a few day 2 picks",0.4854,My stupid ass started Dawson Knox last night in fantasy.,-0.7845,TE,1.5
DeVante Parker,DeVante,Parker,146.44,0.7617999999999998,9,0,"The offensive line seems to have taken a step back, but they added a couple pieces in Devante Parker and Ty Montgomery (instead of having a career special teamer be their pass catching back like last year).",0.8481,We added some offensive weapons with Devante Parker and Thornton (yes I know he's out for the first 6-8 weeks).,-0.7096,WR,1.9
Hunter Henry,Hunter,Henry,146.38,2.2334,9,0,I see Hunter Henry getting love as well as one of Harris or Mondre and that's it.,0.743,"Mac has also had a full NFL offseason with his other returning weapons, like Hunter Henry.",-0.1027,TE,4.0
DJ Chark,DJ,Chark,146.04,-1.3523,4,0,,0,DJ Chark is coming back from an ankle injury which could hurt his speed/route running.,-0.7351,WR,15.2
Irv Smith Jr.,Irv,Smith,145.81,-0.3919,1,0,,0,"I'm one of the fans that thinks Irv Smith Jr. will be great if he stays healthy, but depth-wise things are looking reeeeaaaallllly grim 😮‍💨",-0.3919,TE,0.0
Cole Kmet,Cole,Kmet,145.78,0.6518999999999999,5,0,"Ah yes, Cole Kmet, the guy averaging 1 TD/year.",0.4019,,0,TE,0.0
Alec Pierce,Alec,Pierce,145.6,1.0012,5,0,"I would really like Pickens to be OROY but I feel like his statline is not gonna look as good as Alec Pierce or Drake London since he's gonna be splitting catches with Diontae, Claypool, and Freiermuth.",0.8568,No one saying Alec Pierce?,-0.296,WR,0.0
Harrison Butker,Harrison,Butker,145.15,0.0,1,0,,0,,0,K,9.0
Jarvis Landry,Jarvis,Landry,144.95,0.7607,3,0,"Fair, but taking your game from a 4.64-40 yard and a 6.20 draft grade overall (on ESPN) with a draft comparison to Jarvis Landry to an All-Time NFL Wide Receiver \*after\* blowing your ACL is very impressive.",0.7607,,0,WR,18.4
Melvin Gordon III,Melvin,Gordon,144.72,0,0,0,,0,,0,RB,7.2
Nyheim Hines,Nyheim,Hines,144.64,1.0149,4,0,My love for Nyheim Hines doesn’t care if they’re in the same conference,0.8126,,0,RB,11.4
J.D. McKissic,J.D.,McKissic,144.62,0,0,0,,0,,0,RB,7.8
Justin Tucker,Justin,Tucker,144.4,2.4952,28,0,"And playing a true, AFC North classic, 16-13 OT banger complete with a Big Ben 4th-quarter drive, Justin Tucker game-tying FG, Boswell game-winner, and giving Tomlin second-place on the Steelers all-time coaching wins list over Cowher while knocking the Ravens out of the playoffs and sweeping them?",0.8658,But it ended up getting two noobs fighting over Justin Tucker.,-0.5023,K,6.0
Pat Freiermuth,Pat,Freiermuth,144.17,0,0,0,,0,,0,TE,12.5
Cedrick Wilson Jr.,Cedrick,Wilson,143.54,0,0,0,,0,,0,WR,4.8
Nick Folk,Nick,Folk,141.25,-0.1871,2,0,Patriots win 27-24 when Big Dick Nick Folk drills a 48-yard FG as the last seconds tick away.,0.128,"Then there's Nick Folk who got cut not because he didn't win the job, but because we got a streak to keep alive so don't move because we will resign you in a couple days.",-0.3151,K,1.0
Marcus Mariota,Marcus,Mariota,141.19,4.2228,28,0,"He played better than the 10 QBs placed above him, including guys like Marcus Mariota who threw 2 passes for 4 yards, or fellow rookies Trey Lance and Justin Fields who looked no more impressive.",0.8479,"Saints win the NFC, Browns have a terrible season and rotate through 3 QB's, Desmond Ridder shows future MVP potential after replacing an injured Marcus Mariota (Who played well), and the Broncos are at the bottom of their division.",-0.6166,QB,19.8
Noah Fant,Noah,Fant,139.83,0.4503,4,0,"Noah Fant - ""Am I a joke to you?""",0.296,,0,TE,4.6
Mecole Hardman,Mecole,Hardman,139.68,0,0,0,,0,,0,WR,10.6
Brandon McManus,Brandon,McManus,139.43,0.0,1,0,,0,,0,K,10.0
Daniel Carlson,Daniel,Carlson,139.12,0.0,3,0,,0,,0,K,9.0
Jacoby Brissett,Jacoby,Brissett,138.37,1.5325000000000002,20,0,Bold: Jacoby Brissett has a better season than Deshaun Watson.,0.6705,"Jacoby Brissett is okay, but I think Baker Mayfield revenge game is incoming.",-0.631,QB,10.88
K.J. Osborn,K.J.,Osborn,136.74,0,0,0,,0,,0,WR,4.4
Van Jefferson,Van,Jefferson,136.48,2.5686000000000004,14,0,Once Van Jefferson is back that'll be pretty huge for them.,0.6705,The Rams really missed Van Jefferson tonight.,-0.3597,WR,0.0
Mike Gesicki,Mike,Gesicki,135.9,0.0,2,0,,0,,0,TE,1.1
Skyy Moore,Skyy,Moore,134.97,-0.013499999999999956,12,0,"Skyy Moore, Marques, and JuJu aren’t anywhere near as good of a receiving corps as they once had.",0.4404,"Furious George, Skyy Moore from my team.",-0.5719,WR,4.0
Greg Joseph,Greg,Joseph,134.77,-1.9347999999999999,6,0,,0,"](https://www.pro-football-reference.com/years/2021/opp.htm) [The Vikings field goal kicker Greg Joseph has an accuracy of 86.8%, which is 5th worst in the NFL.",-0.6249,K,13.0
Matt Prater,Matt,Prater,133.93,0.0,1,0,,0,,0,K,1.0
Sterling Shepard,Sterling,Shepard,133.32,0,0,0,,0,,0,WR,15.1
Curtis Samuel,Curtis,Samuel,133.02,0,0,0,,0,,0,WR,19.2
Jake Elliott,Jake,Elliott,132.51,0,0,0,,0,,0,K,8.0
KJ Hamler,KJ,Hamler,132.1,0.34,1,0,"Slot: KJ Hamler, played 16 games in two years, has done nothing noteworthy",0.34,,0,WR,0.0
Graham Gano,Graham,Gano,131.95,0.08800000000000002,3,0,"When Jim Nantz said Vizcaino I thought he said ""this Gano"" like he misspelled WFT legend Graham Gano's last name",0.3612,Depends on whether Graham Gano is forced to play on offense or defense.,-0.2732,K,1.0
Tyler Bass,Tyler,Bass,131.58,0.3488,10,0,I have Tyler bass and am enjoying a healthy lead.,0.7269,I got Tyler Bass so all in all could have been a lot worse,-0.4767,K,8.0
David Njoku,David,Njoku,131.43,0.0,1,0,,0,,0,TE,1.7
Rondale Moore,Rondale,Moore,130.69,0.8392000000000001,4,0,"Rondale Moore doesn’t lead the stat because he gets the best separation, he leads the stat because he gets a very high percentage of his targets in the flat, in space.",0.6369,,0,WR,0.0
Julio Jones,Julio,Jones,130.5,2.2726999999999995,31,0,"JULIO JONES MANUFACTURES A TRADE TO THE COLTS, AS HE AND MATT RYAN LEAD THEM TO A SUPER BOWL WIN OVER THE BUCS.",0.8271,"It wasn’t quite the year that Ladarius Gunter was trying to cover prime Julio Jones either, but our secondary was both bad AND injured",-0.8519,WR,11.6
Robbie Gould,Robbie,Gould,130.48,0.0727000000000001,11,0,Robbie Gould was on our Super Bowl team...sixteen years ago.,0.5994,"No Robbie Gould, and Chase McLaughlin missed a FG for us.",-0.5267,K,4.0
Raheem Mostert,Raheem,Mostert,130.43,-1.0688,5,0,"Tyreek will get his like he always does against us, but to be honest Gesicki, Albert Wilson and Raheem Mostert don’t scare me in the least",0.2263,"Call me a homer but I don't think Chase Edmonds, Raheem Mostert and Myles Gaskin are the 4th worst RB group in the league.",-0.7684,RB,4.2
Tyler Higbee,Tyler,Higbee,130.34,-2.595,11,0,"I will catch every bit as well as Tyler Higbee did tonight and won’t charge more than, say, $3 million.",0.2732,Tyler Higbee and Zach Moss having a heated contest for Worst Player of the Season So Far,-0.6249,TE,8.9
Ryan Succop,Ryan,Succop,130.21,0,0,0,,0,,0,K,14.0
Hayden Hurst,Hayden,Hurst,130.09,0.4497,1,0,I don’t know if a major major bust but Hayden Hurst at 25th overall in 2018 sure was a decision.,0.4497,,0,TE,9.6
Brett Maher,Brett,Maher,129.42,0,0,0,,0,,0,K,5.0
Dustin Hopkins,Dustin,Hopkins,128.65,0.4019,2,0,"Chargers special teams lines up for the 39 yard field goal, Dustin Hopkins hits the upright & the ball bounces back.",0.4019,,0,K,6.0
Isaiah McKenzie,Isaiah,McKenzie,128.49,2.4767,25,0,Isaiah McKenzie is the only Bill I like because his BBQ restaurant down here is really fucking good,0.7159,Isaiah McKenzie (UGA): at fault for INT,-0.4019,WR,9.9
Gerald Everett,Gerald,Everett,127.63,0.6369,2,0,I love me some Gerald Everett this Sunday,0.6369,,0,TE,14.4
Joey Slye,Joey,Slye,126.99,0,0,0,,0,,0,K,2.0
Riley Patterson,Riley,Patterson,126.77,0,0,0,,0,,0,K,11.0
James Cook,James,Cook,126.71,4.3136,46,0,Greg Rous and Jordan Phillips go for 10 plus sacks each.Kair Elam wins defensive rookie of the year!James Cook breaks out as a rookie and goes for 1600 all purpose yards!💙❤️💙❤️💙❤️💙❤️,0.658,James cook back from the dead,-0.6486,RB,-1.8
Chris Boswell,Chris,Boswell,126.64,-0.4767,2,0,,0,I remember when a broken X ray machine and Chris Boswell kept us from the playoffs in 2018....,-0.4767,K,13.0
Kenneth Walker III,Kenneth,Walker,126.57,0,0,0,,0,,0,RB,0.0
Wil Lutz,Wil,Lutz,126.42,0,0,0,,0,,0,K,9.0
Rex Burkhead,Rex,Burkhead,125.89,1.1761,7,0,"Herbert should have played DL that game so he could tackle rex burkhead tbh, joe burrow would have and that's how he got to the super bowl.",0.743,"As a Joe Mixon stan, I also get him confused with Rex Burkhead from time to time.",-0.3182,RB,12.0
Austin Hooper,Austin,Hooper,125.85,0.07919999999999999,2,0,"Austin Hooper and Okonkwo at TE are better than what we had last year, our TE room was almost nonexistent.",0.4404,"Higbee sucks, just pick up Austin Hooper or some other sleeper",-0.3612,TE,1.6
Younghoe Koo,Younghoe,Koo,125.78,0.0,3,0,,0,,0,K,18.0
Austin Seibert,Austin,Seibert,125.63,0,0,0,,0,,0,K,5.0
Eddy Pineiro,Eddy,Pineiro,125.54,0,0,0,,0,,0,K,6.0
Mason Crosby,Mason,Crosby,125.26,1.0842,6,0,"Packers get an onside kick because Calvin dropped the ball, then Mason Crosby shanks the game winner.",0.5859,,0,K,1.0
Randy Bullock,Randy,Bullock,125.26,0,0,0,,0,,0,K,8.0
Kenny Pickett,Kenny,Pickett,124.7,2.7519000000000005,38,0,"On the one hand, I’d be sad about it, but it would be pretty funny if Kenny Pickett saw the field before Deshaun Watson",0.8481," > Why was Elvis Dumb Evil as QB 2, and Kenny Pickett QB 3 on the depth chart yesterday?",-0.8271,QB,0.0
Evan Engram,Evan,Engram,124.37,-0.9911999999999999,11,0,Evan Engram lmao 🤣,0.5994,"We can't just make  them disappear from thin air, so unfortunately guys like Slayton are the ones who have to suffer (although Slayton has more than enough of his own issues, he has worse hands than Evan Engram)",-0.8339,TE,6.8
Jason Myers,Jason,Myers,124.21,0,0,0,,0,,0,K,6.0
Rodrigo Blankenship,Rodrigo,Blankenship,124.06,0,0,0,,0,,0,K,8.0
Cade York,Cade,York,123.12,0.4693,5,0,"David Bell is gonna be great, Perrion Winfrey should develop nicely, Cade York is fantastic, DAnthony Bell is a steal",0.8126,Can that 3 points be Cade York beating tuckers record?,-0.4588,K,16.0
Jamaal Williams,Jamaal,Williams,123.09,5.2165,19,0,"Jamaal Williams is a gem of a human and I'm glad Lions fans appreciate him too, also Dan Campbell seems like a guy you'd want to play for.",0.872,We did that a couple times when 'Tae was hurt before and had Jamaal Williams take more of the load.,-0.5267,RB,16.0
Albert Okwuegbunam,Albert,Okwuegbunam,122.54,0.6369,1,0,"Bold Take: Hunter Renfrow is a top 5 receiver this year, and Albert Okwuegbunam is a top 5 Tight End.",0.6369,,0,TE,8.3
Greg Zuerlein,Greg,Zuerlein,122.32,0,0,0,,0,,0,K,3.0
Robert Tonyan,Robert,Tonyan,122.08,-0.1154,4,0,,0,"Not a WR, but ~~Robert Tonyan is off the injury report and looks like he will play~~ (doh, guess I didn't need to repeat the headline).",-0.1154,TE,6.6
Cairo Santos,Cairo,Santos,121.85,0.0,1,0,,0,,0,K,1.0
Noah Brown,Noah,Brown,121.75,0,0,0,,0,,0,WR,11.8
Corey Davis,Corey,Davis,121.51,0.9128000000000001,5,0,there's definitely a point where a certain amount of draft capital would be more valuable to the Jets than two years of Corey Davis.,0.8016,"Last year, Jets had Zach and Corey Davis on offense, CJ and Folorunso Fatusaki on D, and Hardee again.",-0.25,WR,13.7
Romeo Doubs,Romeo,Doubs,120.19,2.5128000000000004,22,0,Preseason world champion Romeo Doubs,0.5994,Romeo Doubs is the steal of the draft,-0.4939,WR,8.8
Velus Jones Jr.,Velus,Jones,118.91,-0.4673,1,0,,0,"Velus Jones Jr. Not great but we don’t need to exaggerate for upvotes, fella.",-0.4673,WR,0.0
Ka'imi Fairbairn,Ka'imi,Fairbairn,118.09,0,0,0,,0,,0,K,10.0
Desmond Ridder,Desmond,Ridder,117.95,1.7736,10,0,2) Desmond Ridder is the starter by week 6 and the best rookie QB,0.6369,"Saints win the NFC, Browns have a terrible season and rotate through 3 QB's, Desmond Ridder shows future MVP potential after replacing an injured Marcus Mariota (Who played well), and the Broncos are at the bottom of their division.",-0.6166,QB,0.0
A.J. Green,A.J.,Green,117.81,0,0,0,,0,,0,WR,3.3
Kenneth Gainwell,Kenneth,Gainwell,117.67,0,0,0,,0,,0,RB,11.2
Kendrick Bourne,Kendrick,Bourne,117.66,-0.021700000000000053,9,0,"And the fsct that Mac Jones has Kendrick Bourne, while Jimmy had Debo Samuels, Kittle, and an entirely better team in every way.",0.4927,"I was pissed the Bills gave up that last garbage time TD to Kendrick Bourne, I wanted to be the Pats’ worst loss of all time.",-0.891,WR,5.1
Mitch Trubisky,Mitch,Trubisky,117.21,8.2153,43,0,Davis Mills is the long-term answer in Houston and will be the most successful QB from that draft class and Mitch Trubisky is significantly better than Pickett who is the next Jordan Love and will sit behind Mitch T till the Steelers can't afford to pay Mitch T,0.9098,"Jalen Hurts (Eagles '21), Taylor Heinicke ('20), Mitch Trubisky ('20), want me to keep going?",-0.4215,QB,12.66
Logan Thomas,Logan,Thomas,115.61,-0.4228,2,0,,0,One thing I am a little sad about is how the Lions didn’t keep Logan Thomas.,-0.4228,TE,7.5
Randall Cobb,Randall,Cobb,115.53,0.0006999999999999645,15,0,Randall Cobb will have a Jordy Nelson 2016 type season if he stays healthy.,0.4019,"I mean, I don't have much faith in Sammy Watkins or Randall Cobb at this point",-0.3252,WR,3.4
Nick Westbrook-Ikhine,Nick,Westbrook-Ikhine,113.97,0,0,0,,0,,0,WR,2.3
Deshaun Watson,Deshaun,Watson,112.35,-1.186499999999998,138,0,"Last year he was at the bottom in passing yards and the year before no better than cam Newton he can run the ball pretty nicely and make some amazing plays here and there but he's not going to put you on top deshaun Watson is a running quarterback but before he was suspended he led the league in yards I just don't see him as valuable as you do I don't think he's gotten better each year as a passer you can get another guy that can average about 2,700 yards per season",0.9072,"Gossipy BS, that's all the NFL has to talk about because it definitely doesn't want us to talk about Deshaun Watson being a massive POS and still playing in the NFL, Dan Snyder being a massive POS and still owning a team in the NFL, Matt Araiza being on a NFL team for entirely too long with statutory rape charges and gang rape of a minor allegations.",-0.8891,QB,0.0
Jason Sanders,Jason,Sanders,111.39,0.4926,2,0,"Jason Sanders, a good kicker in his own right, scores me a TD!",0.4926,,0,K,10.0
Alexander Mattison,Alexander,Mattison,109.64,0,0,0,,0,,0,RB,3.6
Zay Jones,Zay,Jones,109.2,3.5284,20,0,"Zay Jones, Robert Foster and Kelvin just isn’t a nice thing to do to a QB, glad to see Beane take the right lesson from that experiment and help Allen by bringing in Diggs",0.8176,"For someone who had to deal with his coach getting himself fired mid-season, Henry Ruggs, a shit coaching staff, shit o-line, no Waller for 6 games and Zay Jones & Bryan Edwards as his starting outside receivers, he did as well as anyone could have done",-0.8979,WR,12.5
Brevin Jordan,Brevin,Jordan,109.06,0,0,0,,0,,0,TE,1.5
Khalil Herbert,Khalil,Herbert,108.93,-0.3612,2,0,,0,"Khalil Herbert ends the season as their lead back, Monty sucks",-0.3612,RB,11.3
Christian Watson,Christian,Watson,108.76,1.4753,10,0,"Christian Watson is more of the same case with Wyatt (in terms of playtime) but the dude's arguably got the best physical traits in this WR class to be ""that guy"" for our WR core.",0.6486,"WR4: Christian Watson - likely to to split with Doubs, and his first game action so likely to get limited snaps.",-0.2263,WR,6.1
Dee Eskridge,Dee,Eskridge,108.11,0,0,0,,0,,0,WR,1.0
Donovan Peoples-Jones,Donovan,Peoples-Jones,107.67,0.7351,1,0,Cleveland - Donovan Peoples-Jones and Denzel Ward are pretty neat.,0.7351,,0,WR,12.0
Drew Lock,Drew,Lock,106.95,7.787000000000001,80,0,If you created a cyborg out of the best parts of Geno Smith and Drew Lock combined they wouldn’t be better than Josh Allen.,0.8442,not in the mood for constant depression that is drew lock and geno smith ot tyler huntley.,-0.5719,QB,0.0
Jamison Crowder,Jamison,Crowder,106.23,1.815,10,0,Jamison Crowder has been a meme player a friend and I have always made sure to draft in fantasy and now seeing him make real plays tonight and always get a thumbs up from Allen made it an awesome experience to watch,0.891,Should I drop Kenny Golladay for Jamison Crowder?,-0.2732,WR,5.8
Mo Alie-Cox,Mo,Alie-Cox,106.05,0.7615000000000001,2,0,He had the opportunity to throw the ball right at Mo Alie-Cox's feet.,0.4215,,0,TE,4.6
Devin Duvernay,Devin,Duvernay,105.47,0,0,0,,0,,0,WR,21.4
Damien Williams,Damien,Williams,104.35,0,0,0,,0,,0,RB,0.2
Braxton Berrios,Braxton,Berrios,104.16,0.0,2,0,,0,,0,WR,8.7
Brian Robinson Jr.,Brian,Robinson,102.87,0,0,0,,0,,0,RB,0.0
Parris Campbell,Parris,Campbell,99.2,1.0883,3,0,Parris Campbell stays healthy for the whole season and is a top 20 WR.,0.5423,,0,WR,6.7
Bryan Edwards,Bryan,Edwards,98.19,-0.8979,1,0,,0,"For someone who had to deal with his coach getting himself fired mid-season, Henry Ruggs, a shit coaching staff, shit o-line, no Waller for 6 games and Zay Jones & Bryan Edwards as his starting outside receivers, he did as well as anyone could have done",-0.8979,WR,0.0
Rachaad White,Rachaad,White,95.97,0.0,1,0,,0,,0,RB,4.1
Phillip Dorsett,Phillip,Dorsett,95.12,0.717,1,0,Yeah who knew Phillip Dorsett was so smart!,0.717,,0,WR,0.0
Zamir White,Zamir,White,93.75,0.0015000000000000013,2,0,"Zamir White I am hugely high on, looks like he could step in for Jacobs right now.",0.3612,So no one I think are going to go off and be a first year stud outside of maybe Zamir White.,-0.3597,RB,0.0
Jameson Williams,Jameson,Williams,92.61,3.4724000000000004,13,0,"It would be great if Jared Goff, Amon-Ra St. Brown, Penei Sewell, Jameson Williams, Frank Ragnow, Taylor Decker, Tracy Walker, Malcolm Rodriguez, D’Andre Swift, Jeff Okudah, and Jamaal Williams could win a ring",0.8658,Some Lions fans will complain that we never got to see Jameson Williams.,-0.3612,WR,0.0
Mark Ingram II,Mark,Ingram,92.47,0,0,0,,0,,0,RB,1.3
Samaje Perine,Samaje,Perine,91.56,0,0,0,,0,,0,RB,6.7
Tommy Tremble,Tommy,Tremble,88.91,0,0,0,,0,,0,TE,1.1
Kyle Rudolph,Kyle,Rudolph,87.3,1.5975000000000001,4,0,"Oh, and Kyle Rudolph is a massive dude with maybe the best hands of any TE in the game.",0.6369,,0,TE,0.0
Nelson Agholor,Nelson,Agholor,87.21,1.3885999999999998,2,0,Nelson Agholor made some plays for us and got a pretty nice contract with the pats.,0.7906,,0,WR,3.8
Jerick McKinnon,Jerick,McKinnon,87.03,0,0,0,,0,,0,RB,7.9
